method,seed,stratum_name,overall,stratum,matched,stratum_minus_overall,stratum_minus_matched,cpa_matched,stratum_minus_cpa_matched
dualls_adapted,71,new_3_5s,-0.14738837615847586,0.21686441412419427,-0.18796836947439827,0.3642527902826701,0.40483278359859254,-0.14049859755826616,0.35736301168246043
dualls_adapted,71,new_5_10s,-0.14738837615847586,0.20364790517057033,-0.07345101754838346,0.35103628132904613,0.27709892271895376,-0.006923732123338344,0.2105716372939086
dualls_adapted,71,no_entry_10s,-0.14738837615847586,-0.1111559668320363,-0.13461794931616966,0.036232409326439556,0.023461982484133354,,
dualls_adapted,71,ongoing,-0.14738837615847586,-0.3574257019691542,-0.19385274581933046,-0.2100373258106783,-0.16357295614982376,-0.22207618804334447,-0.13534951392580977
dualls_adapted,71,within_10s,-0.14738837615847586,-0.16728588916159742,-0.16528599969279328,-0.019897513003121547,-0.001999889468804128,,
dualls_adapted,71,within_3s,-0.14738837615847586,-0.25721972952915245,-0.18008611635971114,-0.10983135337067658,-0.07713361316944131,,
dualls_adapted,71,within_5s,-0.14738837615847586,-0.22454111475171074,-0.1800887345031455,-0.07715273859323483,-0.044452380248565196,,
dualls_adapted,89,new_0_3s,-0.22469512104839087,-0.01210119955288258,-0.1872221583674957,0.2125939214955083,0.17512095881461312,-0.1283484534384342,0.11624725388555161
dualls_adapted,89,new_3_5s,-0.22469512104839087,-0.09914828427897562,-0.2623799780462659,0.12554683676941525,0.16323169376729024,-0.22659696435455098,0.12744868007557536
dualls_adapted,89,new_5_10s,-0.22469512104839087,-0.033833718107923905,-0.18575048547264486,0.19086140294046697,0.15191676736472096,-0.10153039591950246,0.06769667781157852
dualls_adapted,89,no_entry_10s,-0.22469512104839087,-0.23996574579385604,-0.217600917530187,-0.015270624745465191,-0.022364828263669107,,
dualls_adapted,89,ongoing,-0.22469512104839087,-0.2448065484667016,-0.2518368393695282,-0.020111427418310717,0.007030290902826692,-0.19376571122705005,-0.05104083723965156
dualls_adapted,89,within_10s,-0.22469512104839087,-0.17554708994742535,-0.23685874725046546,0.049148031100965515,0.06131165730304007,,
dualls_adapted,89,within_3s,-0.22469512104839087,-0.20775522938636323,-0.2440388196839575,0.016939891662027685,0.03628359029759427,,
dualls_adapted,89,within_5s,-0.22469512104839087,-0.19962100521668752,-0.24532657151107737,0.025074115831703315,0.04570556629438986,,
dualls_adapted,107,new_0_3s,-0.3301302956461906,0.10605698566440729,-0.348190484945986,0.4361872813105979,0.4542474706103932,-0.3177407796525062,0.4237977653169135
dualls_adapted,107,new_3_5s,-0.3301302956461906,-0.10922155399415345,-0.3561860166129722,0.22090874165203722,0.24696446261881877,-0.3118371030255913,0.20261554903143786
dualls_adapted,107,new_5_10s,-0.3301302956461906,0.12213224031949435,-0.2389054405591037,0.452262535965685,0.3610376808785981,-0.1692523947650017,0.2913846350844961
dualls_adapted,107,no_entry_10s,-0.3301302956461906,-0.31926919739870435,-0.31318111369132984,0.010861098247486291,-0.0060880837073744865,,
dualls_adapted,107,ongoing,-0.3301302956461906,-0.5180652093219786,-0.3843669840827224,-0.18793491367578807,-0.13369822523925629,-0.38343942639925377,-0.134625782922725
dualls_adapted,107,within_10s,-0.3301302956461906,-0.3439423161760662,-0.3598101285084518,-0.013812020529875476,0.01586781233238572,,
dualls_adapted,107,within_3s,-0.3301302956461906,-0.43876016234276466,-0.3813207906769986,-0.10862986669657401,-0.057439371665766084,,
dualls_adapted,107,within_5s,-0.3301302956461906,-0.4172269253301367,-0.37938994856897057,-0.08709662968394602,-0.037836976761166055,,
finetune,7,new_0_3s,15.581629800125956,14.62770855592466,15.545342783698027,-0.953921244201298,-0.9176342277733678,19.590018370480653,-4.962309814555995
finetune,7,new_3_5s,15.581629800125956,14.772828740160417,16.004200667277736,-0.8088010599655382,-1.2313719271173198,19.772124834153047,-4.99929609399263
finetune,7,new_5_10s,15.581629800125956,15.773044271602924,16.08110295435774,0.1914144714769686,-0.30805868275481246,19.9956464162624,-4.2226021446594775
finetune,7,no_entry_10s,15.581629800125956,12.790949786642134,15.363049177035094,-2.7906800134838208,-2.5720993903929577,,
finetune,7,ongoing,15.581629800125956,22.01498707726197,15.974882899390092,6.4333572771360155,6.040104177871877,20.21230425568094,1.8026828215810298
finetune,7,within_10s,15.581629800125956,20.107120802428835,15.960879334967695,4.52549100230288,4.146241467461143,,
finetune,7,within_3s,15.581629800125956,21.239503917052353,15.9362995184709,5.657874116926399,5.303204398581455,,
finetune,7,within_5s,15.581629800125956,20.808754303764914,15.944622757663813,5.227124503638956,4.864131546101097,,
finetune,11,new_0_3s,27.282564518561212,26.67676359425542,27.369563251525506,-0.6058009243057926,-0.6927996572700821,30.61540637091789,-3.938642776662461
finetune,11,new_3_5s,27.282564518561212,26.919587448720534,27.84493888564765,-0.36297706984067807,-0.9253514369271088,30.64992680427385,-3.7303393555533164
finetune,11,new_5_10s,27.282564518561212,28.50835851676311,27.91657486237047,1.2257939982018957,0.5917836543926369,30.88579812202778,-2.3774396052646716
finetune,11,no_entry_10s,27.282564518561212,25.146292234759574,27.091437711464277,-2.1362722838016404,-1.9451454767047003,,
finetune,11,ongoing,27.282564518561212,31.929753498096737,27.57596829360973,4.647188979535526,4.353785204487009,30.722805842516287,1.2069476555804513
finetune,11,within_10s,27.282564518561212,30.734881133079334,27.62957099264687,3.452316614518119,3.1053101404324672,,
finetune,11,within_3s,27.282564518561212,31.39300185363313,27.566194382387856,4.110437335071914,3.8268074712452758,,
finetune,11,within_5s,27.282564518561212,31.09789997361249,27.587354888306542,3.8153354550512733,3.5105450853059437,,
