method,seed,task,n,cpa_n,overall,cpa,initial_overall_fde,initial_cpa_fde,random,cpa_minus_random,permutation_p_random,matched,cpa_minus_matched,permutation_p_matched,cpa_minus_overall
gss_adapted,59,alt180,2000,802,-1.1004515765830873,-0.6492152420845709,12.175629390977322,11.857605783960915,-1.1385933000809976,0.48937805799642664,0.000999000999000999,-1.108945580493156,0.4597303384085851,0.000999000999000999,0.4512363344985164
gss_adapted,59,speed10,2000,674,0.04654437537491322,0.10487573604909178,8.483448478788137,8.500749042373737,0.04033968121850646,0.06453605483058533,0.20279720279720279,0.037487882104254806,0.06738785394483698,0.16283716283716285,0.058331360674178566
gss_adapted,71,baseline,2000,887,0.005611046269536018,-0.1568385492653293,12.592665923967958,11.92333992727714,0.03232626093070759,-0.1891648101960369,0.04095904095904096,0.007905691744762681,-0.164744241010092,0.06593406593406594,-0.16244959553486532
gss_adapted,71,wind5,2000,986,0.477025606662035,0.41914736184822377,11.869506554156542,11.462527490472214,0.47476424940381007,-0.0556168875555863,0.46353646353646355,0.43203800186560687,-0.012890640017383104,0.8721278721278721,-0.05787824481381121
gss_adapted,71,speed15,2000,702,0.8847416393011809,0.9375933900348141,9.502226980984211,10.26253896034681,0.94417778187408,-0.006584391839265846,0.951048951048951,0.8752061052071529,0.062387284827661205,0.5324675324675324,0.05285175073363324
gss_adapted,71,alt180,2000,802,0.03800741468369961,0.920040599128552,11.967999730423093,11.555370059914125,0.08198823821565789,0.838052360912894,0.000999000999000999,0.16830921287908243,0.7517313862494696,0.000999000999000999,0.8820331844448523
gss_adapted,71,speed10,2000,674,0.5467951041162014,0.5714124553458273,8.403574635103345,8.318706979914305,0.5500615476067086,0.02135090773911874,0.7002997002997003,0.5390327642777796,0.03237969106804772,0.5644355644355644,0.02461735122962594
gss_adapted,89,baseline,2000,887,-0.4631685724928975,-0.6097207452761684,12.658665160261094,12.014187332944106,-0.4679244132670808,-0.1417963320090876,0.07892107892107893,-0.47897253296989784,-0.13074821230627054,0.08791208791208792,-0.14655217278327087
gss_adapted,89,wind5,2000,986,-0.2767877535074949,-0.41130783011415184,11.957376140236855,11.517684507805242,-0.27955501951421263,-0.1317528105999392,0.025974025974025976,-0.30067709239489904,-0.1106307377192528,0.060939060939060936,-0.13452007660665694
gss_adapted,89,speed15,2000,702,-0.2875877467021346,-0.459473713829137,9.491671974509954,10.109882476556505,-0.30775231655497537,-0.15172139727416162,0.04695304695304695,-0.37001116824300595,-0.08946254558613104,0.22577422577422576,-0.17188596712700238
gss_adapted,89,alt180,2000,802,-0.894784321680665,-0.3033192343916976,12.014368099942804,11.559689560324474,-0.9094132331102445,0.6060939987185469,0.000999000999000999,-0.8636609928248639,0.5603417584331662,0.000999000999000999,0.5914650872889674
gss_adapted,89,speed10,2000,674,-0.24473405741155146,-0.24313509437733657,8.842517005935312,8.902555332914304,-0.2516730263364201,0.008537931959083506,0.8301698301698301,-0.24892572519246242,0.005790630815125847,0.9010989010989011,0.0015989630342148897
gss_adapted,107,baseline,2000,887,0.23099359302967787,0.3533669229189465,13.198364763490856,12.581291804201438,0.24117144994530512,0.11219547297364138,0.2007992007992008,0.23017353083574518,0.12319339208320132,0.16783216783216784,0.12237332988926863
gss_adapted,107,wind5,2000,986,1.4372859427779914,1.338496631891684,12.531478440910577,12.102001953862501,1.4431538884086421,-0.10465725651695812,0.25674325674325676,1.3831214917473074,-0.04462485985562337,0.5974025974025974,-0.09878931088630738
